0815262407130912,3556394350
1713312603032517,3553426523
0016132025071820,3550458696
1520481114300635,3547556405
1311033315112037,3544588578
1016231357240928,3541620751
0832221634112224,3538652924
1115142603483154,3535750633
6026133705095810,3532782806
2413001123132014,3529814979
4018032218130033,3526912688
0658262002154928,3523944861
3507002001521107,3520977034
5509162006182922,3518009207
1043102824606348,3515106916
0907170717301117,3512139089
0726382828302313,3509171262
5703191163072519,3506268971
2416063314001313,3503301144
0405021120431504,3500333317
5400051131113006,3497365490
4120593511133413,3494463199
2124262200394711,3491495372
1341160709241708,3488527545
1926443029502441,3485625254
1318512824351708,3482657427
1722080728032902,3479689600
0300525607032616,3476721773
5020560912031038,3473819482
0922151100282122,3470851655
0600471805180223,3467883828
2854170558281002,3464981537
1439244548012403,3462013710
5611123328133708,3459045883
1326112625200831,3456078056
5250270729152203,3453175765
2216222450351606,3450207938
3505066214150527,3447240111
1445211618031324,3444337820
2320210741094046,3441369993
1156064514112531,3438402166
4005005215181625,3435434339
1316094723351224,3432532048
3818381328202117,3429564221
1718092812622010,3426596394
4026052034542300,3423694103
1920351504262424,3420726276
5048155429201409,3417758449
2143211354132807,3414790622
1343144123262214,3411888331
0024252014545905,3408920504
3105200118132602,3405952677
0305552013155523,3403050386
5907192813280734,3400082559
2024514531092005,3397114732
0213163303260615,3394146905
1020043001281517,3391244614
0913390740262557,3388276787
4407135040470023,3385308960
2207232003033023,3382406669
3513273007180327,3379438842
0439281844240201,3376471015
1124121820301247,3373503188
0501081822560617,3370600897
3001251812300803,3367633070
0635102614302301,3364665243
2230183036262621,3361762952
0101193005110230,3358795125
2026211145113145,3355827298
2209110900131949,3352859471
2818290911262927,3349957180
0030192005220008,3346989353
1813182228581408,3344021526
2248281326241303,3341119235
2120222803332816,3338151408
2113282038370331,3335183581
0124042205091237,3332215754
1854280726261159,3329313463
4028092609110526,3326345636
1830053015094725,3323377809
1616275611162429,3320475518
2158140928523128,3317507691
1935402205033021,3314539864
1430155423221006,3311572037
2528090718204602,3308669746
1911131835241621,3305701919
1835250004091533,3302734092
0315080945160003,3299831801
2843191312410830,3296863974
4450071325281717,3293896147
1548270109225507,3290928320
1224140032131327,3288026029
0713271310626312,3285058202
1005222239502326,3282090375
1618605418412800,3279188084
6022500113601319,3276220257
3009291644260123,3273252430
0905364544072013,3270284603
0330011122072404,3267382312
0524522805052408,3264414485
1530131826541725,3261446658
1126385023162006,3258544367
2262065212583018,3255576540
1224210717301218,3252608713
0630180017260034,3249640886
1920445246301010,3246738595
1307195837264515,3243770768
2618400132264826,3240802941
0411251321282500,3237900650
6203121115300801,3234932823
1543162025090712,3231964996
0628235224242721,3228997169
1201125224432926,3226094878
4101251628282231,3223127051
3313030910160659,3220159224
2200262846054229,3217256933
2122000011091817,3214289106
0118310538321744,3211321279
5152360921130907,3208353452
3860170516222423,3205451161
6226301305183025,3202483334
3009373949201737,3199515507
0716091858032425,3196613216
1013263013110418,3193645389
0616285831074135,3190677562
1833303022330503,3187709735
1605204137051144,3184807444
2805131620542110,3181839617
3116083948202311,3178871790
2713161850302828,3175969499
1541001609220007,3173001672
1013151631431129,3170033845
2501100727131314,3167066018
2435185437002403,3164163727
0905211326076232,3161195900
1501180324263110,3158228073
0337240330071419,3155325782
3658591114202400,3152357955
2152061847393141,3149390128
0522120926163912,3146422301
1911231663302903,3143520010
0620206210071554,3140552183
2707304107161327,3137584356
4803532812522426,3134682065
0213176219300621,3131714238
0720132223035027,3128746411
0713010008262939,3125778584
1003431152523508,3122876293
1224080309130814,3119908466
3611192422132847,3116940639
3039030513220540,3114038348
2703112008180715,3111070521
1116301815112913,3108102694
1015060900413107,3105134867
6109221139545411,3102232576
1250221661181413,3099264749
3543030112202106,3096296922
1211141110222522,3093394631
0624272649320915,3090426804
2711395444546110,3087458977
2020124305162918,3084491150
2007191125331111,3081588859
1713180737090209,3078621032
0509142218181701,3075653205
0730391813332418,3072750914
3220601815011523,3069783087
1730515626321030,3066815260
5448042254050641,3063847433
3001030313032528,3060945142
0907604713050726,3057977315
0328610922202422,3055009488
1130185238181628,3052107197
0726411105202800,3049139370
1347040138222527,3046171543
0333162859131706,3043203716
5411122022262509,3040301425
1748175405012405,3037333598
1701202624131709,3034365771
1913583510305648,3031463480
2411222419241410,3028495653
2154232852090104,3025527826
0639336022012923,3022559999
1526134515090709,3019657708
1903182613540762,3016689881
2345193028322300,3013722054
0000282631281106,3010819763
2413151146220604,3007851936
1400064142220625,3004884109
0028421813222921,3001916282
2120133022072308,2999013991
0432122819051225,2996046164
1622293049320223,2993078337
0711553024133415,2990176046
4930312017350425,2987208219
2448290703282517,2984240392
1913291324050904,2981272565
1518313741095749,2978370274
1550190527153129,2975402447
5407332006052713,2972434620
0126600502580434,2969532329
2122532208240301,2966564502
0130140027625954,2963596675
0715102401051909,2960628848
1422090122010531,2957726557
1139011616352720,2954758730
0701541318200517,2951790903
2924281636012404,2948888612
2507555452031828,2945920785
2354234825451507,2942952958
0630111825331520,2939985131
0809202405500410,2937082840
2703252006526207,2934115013
0830290903162419,2931147186
2911056201050809,2928244895
2220293002221808,2925277068
1318330507163106,2922309241
0816203019183003,2919341414
2305054819242804,2916439123
2601132623004102,2913471296
3611212829580028,2910503469
0424300705112820,2907601178
2935185422331617,2904633351
2300213714300106,2901665524
0115242217051255,2898697697
3126131804201501,2895795406
0328295802070426,2892827579
3109611823201701,2889859752
4113080914093409,2886957461
0400050004132603,2883989634
3909110712162231,2881021807
5700150956011122,2878053980
3118282613003916,2875151689
0613264517522813,2872183862
1916271306580859,2869216035
1943081809352055,2866313744
0862620710280011,2863345917
6216482641091529,2860378090
0320152803180011,2857410263
1803444319201410,2854507972
3622073013470517,2851540145
2248302818240612,2848572318
2507251521092515,2845670027
3701231130091614,2842702200
1205190311183429,2839734373
2037092249522012,2836766546
4905381346160423,2833864255
2828233059394525,2830896428
2930170560580010,2827928601
1622172453375417,2825026310
0024232600300700,2822058483
5813293714071323,2819090656
6150020713052113,2816122829
0430105053281123,2813220538
1713581527032024,2810252711
6107224156051928,2807284884
2418143018580408,2804382593
